;;Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)
Lithuania; Spirits;Feb 16;Feb 43;Mrz 92;Mrz 75;Mrz 44;Jan 16;Jan 31;Jan 59;Apr 94;04. Nov;;;;;;;;;;
Lithuania; Other alcoholic beverages;0.05;0.06;0.03;0.02;0.02;0.00;0.02;0.01;0.00;0.00;;;;;;;;;;
Luxembourg; All types;Dez 92;Dez 88;13. Mrz;13.31;13.61;13.61;13.74;14.18;14.26;15. Mrz;15.21;15. Nov;15.23;15.30;15.74;15.90;16.61;16.84;17. Apr;17.57
Luxembourg; Beer;Apr 98;Apr 70;Apr 77;Apr 87;Apr 98;05. Mrz;Apr 96;Mai 39;Mai 31;Mai 56;Mai 51;Mai 46;Mai 48;Mai 62;Mai 60;Mai 64;Mai 87;Mai 90;Mai 90;Mai 90
Luxembourg; Wine;Mai 40;Mai 47;Mai 56;Mai 62;Mai 81;Mai 75;Mai 89;Mai 95;06. Nov;Jun 72;Jun 99;Jun 98;07. Apr;Jun 97;Jul 38;Jul 57;Jul 87;Jul 99;08. Sep;Aug 32
Luxembourg; Spirits;Feb 54;Feb 71;Feb 71;Feb 82;Feb 82;Feb 84;Feb 89;Feb 84;Feb 84;Feb 76;Feb 71;Feb 67;Feb 71;Feb 71;Feb 76;Feb 68;Feb 86;Feb 95;03. Jun;Mrz 36
Luxembourg; Other alcoholic beverages;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data
Madagascar; All types;Jan 21;01. Jun;01. Feb;Jan 29;Jan 24;Jan 26;Jan 14;Jan 30;Jan 26;Jan 52;Jan 38;Jan 31;Jan 33;Jan 40;Jan 29;Jan 18;Jan 44;Jan 33;Jan 61;Jan 55
Madagascar; Beer;0.35;0.18;0.14;0.22;0.16;0.15;0.16;0.16;0.17;0.23;0.16;0.15;0.18;0.19;0.19;0.18;0.20;0.16;0.18;0.29
Madagascar; Wine;0.09;0.09;0.09;0.09;0.10;0.10;0.10;0.10;0.11;0.11;0.19;0.18;0.19;0.19;0.19;0.19;0.18;0.17;0.17;0.21
Madagascar; Spirits;0.77;0.79;0.78;0.98;0.98;01. Jan;0.88;01. Apr;0.98;Jan 18;01. Mrz;0.98;0.96;01. Feb;0.91;0.80;01. Jun;1.00;Jan 25;01. Jun
Madagascar; Other alcoholic beverages;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data
Malawi; All types;Jan 29;Jan 32;Jan 26;Jan 60;Jan 59;01. Nov;1.00;Jan 15;01. Jun;Jan 14;01. Feb;01. Okt;01. Dez;Jan 36;Jan 35;01. Sep;Jan 17;Jan 64;Jan 81;Jan 69
Malawi; Beer;0.13;0.12;0.13;0.11;0.14;0.14;0.10;0.32;0.16;0.20;0.11;0.08;0.08;0.16;0.19;0.10;0.17;0.16;0.13;0.17
Malawi; Wine;0.01;0.01;0.01;0.01;0.00;0.01;0.00;0.01;0.01;0.01;0.01;0.01;0.01;0.00;0.01;0.01;0.01;0.01;0.01;0.01
Malawi; Spirits;0.19;0.21;0.21;0.27;0.24;0.29;0.21;0.28;0.25;0.26;0.20;0.27;0.28;0.31;0.31;0.28;0.29;0.34;0.37;0.33
Malawi; Other alcoholic beverages;0.96;0.98;0.91;Jan 22;Jan 21;0.68;0.68;0.54;0.64;0.47;0.70;0.74;0.75;0.88;0.84;0.70;0.70;Jan 14;Jan 30;Jan 18
Malaysia; All types;01. Aug;01. Jan;0.97;0.92;0.94;0.88;0.89;0.94;0.75;0.79;0.68;0.66;0.64;0.64;0.69;0.66;0.65;0.81;0.83;0.83
Malaysia; Beer;0.85;0.85;0.81;0.74;0.74;0.72;0.70;0.70;0.57;0.60;0.52;0.48;0.45;0.47;0.51;0.50;0.49;0.62;0.58;0.61
Malaysia; Wine;0.08;0.00;0.00;0.02;0.04;0.00;0.03;0.06;0.02;0.02;0.00;0.02;0.03;0.01;0.02;0.00;0.00;0.03;0.01;0.01
Malaysia; Spirits;0.15;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.16;0.23;0.20
Malaysia; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data
Mali; All types;0.42;0.41;0.50;0.50;0.49;0.47;0.47;0.47;0.54;0.64;0.67;0.67;0.62;0.61;0.64;0.46;0.44;0.51;0.39;0.40
Mali; Beer;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.03;0.03;0.02
Mali; Wine;0.01;0.00;0.00;0.01;0.01;0.00;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.00;0.01;0.00;0.01;0.01;0.01;0.01
Mali; Spirits;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.01;0.07;0.05;0.00;0.00;0.05;0.00;0.00;0.01;0.00;0.00
Mali; Other alcoholic beverages;0.41;0.40;0.48;0.49;0.46;0.45;0.44;0.44;0.51;0.59;0.58;0.61;0.60;0.57;0.57;0.44;0.41;0.46;0.35;0.37
Malta; All types;Jun 81;Jun 70;Jun 46;Jul 22;Jul 19;Jul 20;Jul 21;Jul 17;Jul 22;Jul 21;Jul 13;Jul 15;5.00;Mai 33;Apr 91;05. Mai;Apr 29;Apr 94;Mai 24;Mai 38
Malta; Beer;Feb 70;Feb 59;Feb 68;Feb 92;Feb 89;3.00;03. Jan;03. Feb;03. Mrz;03. Jul;03. Aug;03. Sep;Feb 36;Jan 78;Jan 95;02. Mrz;Jan 84;Feb 13;Feb 25;Jan 97
Malta; Wine;Feb 47;Feb 50;02. Sep;Feb 22;Feb 16;02. Sep;02. Feb;Jan 95;Jan 95;Jan 88;Jan 89;Jan 89;Jan 24;Jan 49;Jan 17;Jan 26;01. Mai;0.83;0.95;0.48
Malta; Spirits;Jan 57;Jan 54;Jan 64;2.00;02. Mai;02. Jun;02. Nov;02. Dez;Feb 15;Feb 16;Feb 16;Feb 17;Jan 36;02. Mrz;Jan 76;Jan 73;Jan 37;Jan 95;02. Feb;Feb 90
Malta; Other alcoholic beverages;0.07;0.07;0.05;0.07;0.10;0.06;0.08;0.09;0.09;0.10;0.00;0.00;0.04;0.04;0.03;0.03;0.02;0.02;0.03;0.02
Marshall Islands; All types;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;;;;;;;;;;
Marshall Islands; Beer;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;;;;;;;;;;
Marshall Islands; Wine;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;;;;;;;;;;
Marshall Islands; Spirits;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;;;;;;;;;;
Marshall Islands; Other alcoholic beverages;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;;;;;;;;;;
Mauritania; All types;0.02;0.02;0.02;0.02;0.01;0.01;0.02;0.02;0.06;0.02;0.03;0.01;0.02;0.03;0.05;0.04;0.05;0.04;0.06;0.08
Mauritania; Beer;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.01;0.01;0.03
Mauritania; Wine;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.00;0.00;0.00;0.01;0.02;0.03;0.02;0.01;0.02;0.03;0.03
Mauritania; Spirits;0.01;0.01;0.01;0.01;0.00;0.00;0.01;0.02;0.04;0.01;0.02;0.00;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.02
Mauritania; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Mauritius; All types;Mrz 74;Mrz 29;Mrz 19;Feb 90;Feb 95;Feb 79;Feb 85;Mrz 28;03. Feb;Feb 62;Mrz 54;Mrz 57;Mrz 42;03. Apr;Feb 86;Feb 82;Feb 97;Feb 87;Feb 82;03. Feb
Mauritius; Beer;Feb 19;Feb 16;02. Jun;Jan 92;Jan 90;Jan 77;Jan 86;Jan 90;Jan 98;Jan 86;Jan 60;Jan 64;Jan 57;Jan 19;01. Dez;01. Feb;01. Feb;0.97;0.93;0.99
Mauritius; Wine;0.43;0.24;0.24;0.20;0.20;0.22;0.16;0.25;0.16;0.14;0.13;0.15;0.13;0.11;0.05;0.06;0.05;0.05;0.07;0.06
Mauritius; Spirits;Jan 13;0.88;0.89;0.79;0.85;0.80;0.82;Jan 13;0.88;0.62;Jan 81;Jan 78;Jan 72;Jan 74;Jan 69;Jan 74;Jan 90;Jan 85;Jan 82;Jan 97
Mauritius; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Mexico; All types;Apr 85;Apr 88;Apr 76;Mai 26;Mai 14;Mai 18;Mai 23;Mai 27;Apr 84;Apr 89;05. Okt;Apr 49;Apr 70;Apr 43;Apr 45;Apr 38;Apr 33;Apr 51;Apr 76;Apr 52
Mexico; Beer;Mrz 79;Mrz 73;Mrz 69;Apr 13;Mrz 96;Mrz 91;Mrz 99;Mrz 75;Mrz 56;Mrz 51;Mrz 57;Mrz 16;03. Mai;Feb 97;Feb 80;Feb 68;Feb 71;Mrz 17;Mrz 32;Mrz 21
Mexico; Wine;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.05;0.02;0.04;0.04;0.04;0.06;0.06;0.06;0.10;0.04;0.04;0.06;0.06
Mexico; Spirits;01. Jun;01. Jul;01. Aug;01. Aug;01. Sep;Jan 26;Jan 27;Jan 44;Jan 29;Jan 30;Jan 48;Jan 33;Jan 51;Jan 36;Jan 54;Jan 56;Jan 57;Jan 28;Jan 39;Jan 21
Mexico; Other alcoholic beverages;0.00;0.04;0.00;0.01;0.05;0.00;0.00;0.03;0.00;0.04;0.01;0.00;0.08;0.04;0.05;0.04;0.00;0.02;0.00;0.04
Micronesia (Federated States of); All types;Mrz 54;Mrz 58;Mrz 61;Mrz 65;Mrz 71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Micronesia (Federated States of); Beer;Mrz 54;Mrz 58;Mrz 61;Mrz 65;Mrz 71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Micronesia (Federated States of); Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Micronesia (Federated States of); Spirits;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Micronesia (Federated States of); Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Mongolia; All types;Feb 37;Mrz 24;Jan 64;Jan 52;02. Jun;Jan 68;Jan 86;Jan 73;02. Jun;Feb 23;Feb 59;Feb 16;02. Okt;Feb 72;Mrz 33;Mrz 65;Mrz 52;04. Mrz;Mrz 75;Mrz 64
Mongolia; Beer;0.35;0.59;0.37;0.13;0.16;0.28;0.14;0.11;0.10;0.24;0.24;0.18;0.19;0.26;0.36;0.41;0.40;0.42;0.49;0.47
Mongolia; Wine;0.04;0.06;0.08;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Mongolia; Spirits;Jan 97;Feb 58;Jan 18;Jan 34;Jan 89;Jan 40;Jan 72;Jan 61;Jan 96;Jan 99;Feb 35;Jan 97;Jan 91;Feb 47;Feb 97;Mrz 24;03. Dez;Mrz 61;Mrz 26;Mrz 17
Mongolia; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Morocco; All types;0.51;0.64;0.48;0.50;0.56;0.60;0.61;0.75;0.79;0.71;0.70;0.76;0.77;0.72;0.56;0.54;0.55;0.58;0.73;0.64
Morocco; Beer;0.29;0.37;0.20;0.29;0.37;0.33;0.28;0.42;0.38;0.29;0.33;0.39;0.40;0.35;0.27;0.27;0.26;0.29;0.43;0.32
Morocco; Wine;0.19;0.24;0.24;0.18;0.14;0.20;0.27;0.27;0.35;0.35;0.30;0.30;0.30;0.30;0.25;0.25;0.25;0.25;0.25;0.25
Morocco; Spirits;0.03;0.03;0.03;0.03;0.05;0.07;0.07;0.07;0.06;0.07;0.07;0.06;0.06;0.06;0.04;0.02;0.04;0.04;0.05;0.06
Morocco; Other alcoholic beverages;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Mozambique; All types;01. Feb;0.67;0.62;0.69;0.80;0.55;0.48;0.56;0.65;0.52;0.39;0.27;0.29;0.37;0.25;0.26;0.37;0.35;0.62;0.93
Mozambique; Beer;0.32;0.29;0.23;0.33;0.39;0.28;0.22;0.24;0.36;0.25;0.19;0.09;0.11;0.18;0.10;0.12;0.18;0.19;0.39;0.41
Mozambique; Wine;0.04;0.08;0.08;0.08;0.08;0.11;0.10;0.18;0.08;0.02;0.03;0.03;0.03;0.03;0.02;0.01;0.07;0.02;0.07;0.06
Mozambique; Spirits;0.60;0.24;0.26;0.23;0.29;0.14;0.13;0.13;0.17;0.20;0.17;0.15;0.15;0.16;0.13;0.13;0.12;0.15;0.16;0.46
Mozambique; Other alcoholic beverages;0.06;0.06;0.05;0.05;0.05;0.04;0.03;0.02;0.04;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Myanmar; All types;0.26;0.26;0.28;0.27;0.21;0.23;0.22;0.23;0.10;0.12;0.15;0.16;0.27;0.28;0.30;0.29;0.23;0.22;0.20;0.17
Myanmar; Beer;0.03;0.03;0.03;0.04;0.05;0.03;0.02;0.01;0.01;0.01;0.02;0.01;0.00;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Myanmar; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Myanmar; Spirits;0.23;0.23;0.26;0.23;0.16;0.20;0.19;0.22;0.08;0.11;0.14;0.15;0.27;0.27;0.29;0.28;0.23;0.21;0.19;0.16
Myanmar; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Namibia; All types;Mrz 31;0.04;0.11;0.19;0.10;0.30;0.20;0.19;0.24;0.23;0.24;0.25;0.25;0.26;0.27;0.27;0.27;0.27;0.26;0.26
Namibia; Beer;0.45;01. Apr;01. Dez;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Namibia; Wine;0.25;0.09;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Namibia; Spirits;0.21;0.25;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Namibia; Other alcoholic beverages;Apr 22;Jan 42;Jan 97;0.19;0.10;0.30;0.20;0.19;0.24;0.23;0.24;0.25;0.25;0.26;0.27;0.27;0.27;0.27;0.26;0.26
Nauru; All types;3.00;;;;;;;;;;;;;;;;;;;
Nauru; Beer;3.00;;;;;;;;;;;;;;;;;;;
Nauru; Wine;0.00;;;;;;;;;;;;;;;;;;;
Nauru; Spirits;0.00;;;;;;;;;;;;;;;;;;;
Nauru; Other alcoholic beverages;0.00;;;;;;;;;;;;;;;;;;;
Nepal; All types;0.09;0.08;0.08;0.07;0.07;0.06;0.06;0.05;0.05;0.03;0.03;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01
Nepal; Beer;0.07;0.08;0.08;0.07;0.07;0.06;0.06;0.05;0.05;0.03;0.03;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01
Nepal; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Nepal; Spirits;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Nepal; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Netherlands; All types;10. Jun;Sep 93;10. Mai;Sep 80;Sep 80;Sep 68;Sep 67;10. Mrz;10. Mrz;Sep 91;10. Mrz;Okt 17;Okt 20;Okt 62;Okt 55;Okt 76;Nov 22;11. Apr;Nov 25;Nov 33
Netherlands; Beer;05. Aug;05. Mai;Mai 16;05. Mai;05. Apr;Apr 98;Apr 92;05. Jul;05. Nov;Mai 20;Mai 23;05. Nov;Mai 18;Mai 31;Mai 24;Mai 21;Mai 52;Mai 20;Mai 72;Mai 56
Netherlands; Wine;Feb 92;Feb 85;Feb 78;Feb 60;Feb 63;Feb 53;Feb 45;Feb 63;Feb 45;Feb 29;Feb 45;Feb 49;Feb 48;Feb 59;Feb 54;Feb 60;Feb 39;Feb 58;Feb 31;Feb 28
Netherlands; Spirits;02. Jun;02. Mrz;02. Nov;Feb 15;Feb 13;Feb 17;Feb 30;Feb 33;Feb 47;Feb 42;Feb 35;Feb 57;Feb 54;Feb 72;Feb 77;Feb 95;Mrz 31;Mrz 26;Mrz 22;Mrz 49
Netherlands; Other alcoholic beverages;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
New Zealand; All types;Aug 30;Aug 13;Aug 29;Sep 94;Okt 15;Okt 33;Okt 43;Okt 52;Nov 19;Nov 31;Nov 52;Nov 28;Dez 27;Dez 22;Nov 96;12. Aug;Nov 99;Dez 67;Dez 98;13.32
New Zealand; Beer;Apr 41;Apr 40;Apr 43;06. Okt;Jun 26;Jun 49;Jun 50;Jun 64;07. Apr;Jul 25;Jul 65;Jul 54;Jul 98;Jul 92;Jul 58;Jul 72;Jul 88;Jul 98;08. Sep;Aug 39
New Zealand; Wine;Feb 62;Feb 42;Feb 44;Feb 31;Feb 37;Feb 33;Feb 35;Feb 25;Feb 41;02. Nov;02. Jun;02. Dez;Feb 20;Feb 43;02. Okt;02. Apr;Jan 86;Jan 91;Feb 36;Feb 22
New Zealand; Spirits;Jan 25;Jan 29;Jan 40;Jan 53;Jan 50;Jan 48;Jan 55;Jan 61;Jan 71;Jan 92;Jan 78;Jan 60;02. Jul;Jan 85;Feb 26;Feb 30;Feb 23;Feb 76;Feb 51;Feb 70
New Zealand; Other alcoholic beverages;0.02;0.02;0.02;0.00;0.02;0.03;0.03;0.02;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
Nicaragua; All types;Feb 81;Feb 79;Feb 42;Feb 22;Feb 45;Feb 56;Feb 75;Feb 81;Feb 95;Feb 74;Feb 49;Feb 60;Mrz 45;Mrz 48;Mrz 35;03. Okt;Mrz 20;03. Mrz;Mrz 52;03. Feb
Nicaragua; Beer;0.86;0.78;0.59;0.48;0.61;0.65;0.73;0.63;0.76;0.78;0.70;0.59;0.70;0.75;0.74;0.77;0.77;0.81;0.84;0.83
Nicaragua; Wine;0.03;0.03;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.00;0.01;0.00;0.00;0.00;0.01;0.01;0.01;0.01;0.02;0.02
Nicaragua; Spirits;Jan 92;Jan 98;Jan 77;Jan 72;Jan 84;Jan 90;02. Jan;Feb 16;Feb 17;Jan 96;Jan 79;02. Jan;Feb 75;Feb 73;Feb 60;Feb 32;Feb 42;Feb 21;Feb 66;Feb 16
Nicaragua; Other alcoholic beverages;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Niger; All types;0.08;0.09;0.07;0.07;0.08;0.01;0.08;0.07;0.09;0.09;0.11;0.13;0.15;0.17;0.14;0.21;0.21;0.31;0.25;0.25
Niger; Beer;0.04;0.05;0.03;0.04;0.05;0.01;0.06;0.05;0.07;0.08;0.08;0.10;0.12;0.14;0.10;0.11;0.09;0.16;0.18;0.16
Niger; Wine;0.01;0.01;0.01;0.01;0.01;0.00;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.03;0.07;0.04;0.06;0.04;0.04
Niger; Spirits;0.03;0.03;0.03;0.01;0.02;0.00;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.03;0.08;0.09;0.04;0.05
Niger; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Nigeria; All types;Okt 33;Okt 31;Sep 89;Sep 36;Aug 78;Aug 91;Aug 97;Sep 17;Sep 36;Sep 20;;;;;;;;;;
Nigeria; Beer;0.77;0.63;0.63;0.67;0.68;0.70;0.71;0.72;0.71;0.71;;;;;;;;;;
Nigeria; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.01;;;;;;;;;;
Nigeria; Spirits;0.01;0.01;0.01;0.01;0.03;0.01;0.00;0.03;0.01;0.01;;;;;;;;;;
Nigeria; Other alcoholic beverages;Sep 56;Sep 67;Sep 24;Aug 67;08. Jun;Aug 20;Aug 25;Aug 41;Aug 64;Aug 48;;;;;;;;;;
Nigeria; All types;Okt 33;Okt 31;Sep 89;Sep 36;Aug 78;Aug 91;Aug 97;Sep 17;Sep 36;Sep 20;Jun 74;Jun 76;Jul 32;Jul 26;Jul 27;Jul 35;Jul 46;Aug 51;Aug 31;Aug 22
Nigeria; Beer;0.77;0.63;0.63;0.67;0.68;0.70;0.71;0.72;0.71;0.71;01. Sep;01. Aug;Jan 49;Jan 30;Jan 23;Jan 25;Jan 30;1.00;0.50;0.65
Nigeria; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.01;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.02;0.01;0.01
Nigeria; Spirits;0.01;0.01;0.01;0.01;0.03;0.01;0.00;0.03;0.01;0.01;0.00;0.01;0.01;0.00;0.00;0.00;0.00;0.01;0.01;0.01
Nigeria; Other alcoholic beverages;Sep 56;Sep 67;Sep 24;Aug 67;08. Jun;Aug 20;Aug 25;Aug 41;Aug 64;Aug 48;Mai 65;Mai 67;Mai 81;Mai 96;06. Apr;06. Okt;Jun 16;Jul 48;Jul 78;Jul 55
Niue; All types;Jul 28;Mai 20;Mai 75;Sep 55;Sep 36;Jul 19;Mai 80;Jul 62;Jun 57;Jul 58;;;;;;;;;;
Niue; Beer;04. Apr;Feb 72;Mrz 36;Jul 24;07. Sep;Apr 93;Mrz 53;Mai 34;Apr 29;Mai 32;;;;;;;;;;
Niue; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;
Niue; Spirits;Mrz 23;Feb 48;Feb 39;Feb 32;Feb 27;Feb 26;Feb 26;Feb 28;Feb 29;Feb 27;;;;;;;;;;
Niue; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;
Norway; All types;Mai 45;Mai 24;Mai 28;05. Apr;Apr 79;Apr 74;Apr 55;Apr 67;Apr 90;Apr 99;05. Aug;Mai 26;Mai 38;Mai 27;Mai 22;Apr 98;Apr 85;Apr 83;Mai 32;Mai 98
Norway; Beer;Feb 84;Mrz 17;Feb 95;Feb 88;Feb 75;Feb 75;Feb 67;Feb 76;Feb 85;Feb 81;Feb 78;Feb 84;Feb 82;Feb 83;Feb 63;Feb 65;Feb 57;Feb 69;Feb 57;Feb 77
Norway; Wine;Jan 49;Jan 23;Jan 28;01. Dez;01. Apr;0.99;0.92;0.91;0.93;0.95;0.97;0.97;0.93;0.83;0.82;0.71;0.65;0.57;0.69;0.75
Norway; Spirits;01. Mai;01. Mrz;01. Jan;01. Feb;1.00;1.00;0.96;1.00;01. Dez;Jan 24;Jan 33;Jan 45;Jan 63;Jan 61;Jan 77;Jan 62;Jan 63;Jan 57;02. Jun;Feb 46
Norway; Other alcoholic beverages;0.06;0.00;0.04;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Oman; All types;0.21;0.27;0.30;0.30;0.27;0.29;0.30;0.30;0.31;0.25;01. Mrz;01. Aug;Jan 17;0.14;0.12;0.14;0.16;0.23;0.27;0.29
Oman; Beer;0.21;0.27;0.30;0.30;0.27;0.29;0.30;0.30;0.31;0.25;0.25;0.28;0.26;0.14;0.12;0.14;0.16;0.23;0.27;0.29
Oman; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Oman; Spirits;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.76;0.78;0.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Oman; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Pakistan; All types;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01
Pakistan; Beer;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Pakistan; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
